Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score,Cluster,Stage_Name
HBG2,Hemoglobin subunit gamma-2 OS=Homo sapiens GN=HBG2 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1163182344176492,0.1163182344176492,-0.1163182344176492,0.0308280426756313,0,0.0,,,0.3469259410888237,2,PHASE 2: Consistent Shifters (40-60 years)
ZC3H11A,Zinc finger CCCH domain-containing protein 11A (Fragment) OS=Homo sapiens GN=ZC3H11A PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2329295356011257,0.3473669600896494,-0.2329295356011257,0.4912510660790958,1,0.5,,,0.2200308136560237,1,PHASE 1: Early Dramatic Changes (20-40 years)
HNRNPH1,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.2814057056312591,0.2814057056312591,0.2814057056312591,0.0352909560191602,0,0.0,,,0.3634346882101847,2,PHASE 2: Consistent Shifters (40-60 years)
RGS9,Regulator of G-protein-signaling 9 OS=Homo sapiens GN=RGS9 PE=1 SV=3,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1965362454726127,0.1965362454726127,-0.1965362454726127,0.0404323561994418,0,0.0,,,0.35494774219432,2,PHASE 2: Consistent Shifters (40-60 years)
HSPA4L,Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.3020085812569459,0.3020085812569459,-0.3020085812569459,0.1270569408246398,0,0.0,,,0.3654949757727534,2,PHASE 2: Consistent Shifters (40-60 years)
MYO1B,Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.2134427543721658,0.2134427543721658,0.2134427543721658,0.0952216059131023,0,0.0,,,0.3566383930842753,2,PHASE 2: Consistent Shifters (40-60 years)
FUBP1,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.2014801055343182,0.2014801055343182,0.2014801055343182,0.0174996548127194,0,0.0,,,0.3554421282004906,2,PHASE 2: Consistent Shifters (40-60 years)
HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens GN=HADH PE=1 SV=1",Unknown,Unknown,2,2,1.0,UP,2,0,0.5301019889337214,0.5301019889337214,0.5301019889337214,0.0801505205451038,1,0.5,,,0.3883043165404309,4,PHASE 1: Early Dramatic Changes (20-40 years)
NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens GN=NDUFB9 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1770807924104813,0.1770807924104813,-0.1770807924104813,0.1869299909196315,0,0.0,,,0.3530021968881069,2,PHASE 2: Consistent Shifters (40-60 years)
HBD,Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=1,Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.0091693885943457,0.1752118961962656,-0.0351596635147439,0.2600221069562101,0,0.0,-0.0705277616713564,0.9482118989657506,0.2881729274735352,0,CLUSTER 0: Gradual/Variable Changes
TTLL4,Tubulin polyglutamylase TTLL4 OS=Homo sapiens GN=TTLL4 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.1722440418363447,0.1722440418363447,0.1722440418363447,0.0141578465192747,0,0.0,,,0.3525185218306932,2,PHASE 2: Consistent Shifters (40-60 years)
AMPD3,AMP deaminase 3 OS=Homo sapiens GN=AMPD3 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0045643158659837,0.1029764479843006,0.0045643158659837,0.1456306893444054,0,0.0,,,0.1955917624454889,0,CLUSTER 0: Gradual/Variable Changes
COMMD9,COMM domain-containing protein 9 OS=Homo sapiens GN=COMMD9 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1761574129182901,0.1761574129182901,-0.1761574129182901,0.2288762283040651,0,0.0,,,0.3529098589388878,2,PHASE 2: Consistent Shifters (40-60 years)
CFL1,Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2917499226599014,0.2917499226599014,-0.2917499226599014,0.0826133784423562,0,0.0,,,0.3644691099130489,2,PHASE 2: Consistent Shifters (40-60 years)
CCDC15,Coiled-coil domain-containing protein 15 OS=Homo sapiens GN=CCDC15 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.3256939652163211,0.3256939652163211,-0.3256939652163211,0.3454203841693902,1,0.5,,,0.3678635141686909,4,PHASE 1: Early Dramatic Changes (20-40 years)
PLEKHA7,Pleckstrin homology domain-containing family A member 7 OS=Homo sapiens GN=PLEKHA7 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0785845723426464,0.0850438831126215,-0.0785845723426464,0.1202702128947416,0,0.0,,,0.193798505958321,0,CLUSTER 0: Gradual/Variable Changes
NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment) OS=Homo sapiens GN=NDUFS8 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0305948265815129,0.1436556849781899,-0.0305948265815129,0.2031598180081531,0,0.0,,,0.1996596861448778,0,CLUSTER 0: Gradual/Variable Changes
UBTF,Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1731108476042558,0.1731108476042558,-0.1731108476042558,0.2283393604569239,0,0.0,,,0.3526052024074844,2,PHASE 2: Consistent Shifters (40-60 years)
NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment) OS=Homo sapiens GN=NDUFV1 PE=1 SV=1",Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.1303085150664281,0.1536338845529762,-0.0479770599964551,0.2320915734277238,0,0.0,-1.1229060421446777,0.3432347900339271,0.407010548095571,0,CLUSTER 0: Gradual/Variable Changes
HSPA8,Heat shock cognate 71 kDa protein (Fragment) OS=Homo sapiens GN=HSPA8 PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,-0.0146619156896168,0.1100121030065645,-0.0301847451494135,0.1574980888847703,0,0.0,-0.1861853155607991,0.8641776843739117,0.2234597910729329,0,CLUSTER 0: Gradual/Variable Changes
CD59,CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0062352341722014,0.1429656346035525,-0.0062352341722014,0.2021839394096203,0,0.0,,,0.1995906811074141,0,CLUSTER 0: Gradual/Variable Changes
NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens GN=NDUFS3 PE=1 SV=1",Unknown,Unknown,2,4,0.5,DOWN,2,2,-0.0681473563805526,0.1513490826357482,-0.0532816649571457,0.1951979424077737,0,0.0,-0.6982384705489469,0.5352844961206884,0.293372126686496,0,CLUSTER 0: Gradual/Variable Changes
RPS3,40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,0.0878255761216737,0.2517143688552096,0.0089761391604151,0.3376234339904021,1,0.25,0.5202575845145299,0.6388390397481811,0.2826977465829435,0,CLUSTER 0: Gradual/Variable Changes
IQGAP3,Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens GN=IQGAP3 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2505677914961819,0.2505677914961819,-0.2505677914961819,0.0305840119846694,0,0.0,,,0.360350896796677,2,PHASE 2: Consistent Shifters (40-60 years)
TRMT112,Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens GN=TRMT112 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2565470529336008,0.2565470529336008,-0.2565470529336008,0.1294601406663908,0,0.0,,,0.3609488229404188,2,PHASE 2: Consistent Shifters (40-60 years)
PHB2,Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=1,Unknown,Unknown,2,4,1.0,DOWN,0,4,-0.0631247114833466,0.0631247114833466,-0.0695652127043723,0.0395357231393655,0,0.0,-3.193299956134794,0.0495855318943453,0.5316894824165244,2,PHASE 2: Consistent Shifters (40-60 years)
C8B,Complement component C8 beta chain OS=Homo sapiens GN=C8B PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.2260236702165436,0.4015912870481814,-0.2260236702165436,0.5679358446744048,1,0.5,,,0.2254532463518769,1,PHASE 1: Early Dramatic Changes (20-40 years)
FCRL6,Fc receptor-like protein 6 (Fragment) OS=Homo sapiens GN=FCRL6 PE=4 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.1090675800718947,0.1090675800718947,0.1090675800718947,0.0015566669215165,0,0.0,,,0.3462008756542483,2,PHASE 2: Consistent Shifters (40-60 years)
OTUB1,Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1299401293600502,0.249522217771416,0.1299401293600502,0.3528777044857494,0,0.0,,,0.2102463394242004,0,CLUSTER 0: Gradual/Variable Changes
TCP1,T-complex protein 1 subunit alpha (Fragment) OS=Homo sapiens GN=TCP1 PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,0.0816316715985476,0.1977859334821021,0.0170915932718097,0.2733211179377783,0,0.0,0.5973316091669958,0.5923664315197974,0.2865994246913096,0,CLUSTER 0: Gradual/Variable Changes
RAB35,Ras-related protein Rab-35 (Fragment) OS=Homo sapiens GN=RAB35 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0074990174548094,0.0954361077658683,0.0074990174548094,0.1349670379425912,0,0.0,,,0.1948377284236456,0,CLUSTER 0: Gradual/Variable Changes
MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.4432294382554195,0.5195450707803476,0.4432294382554195,0.7347476853616572,1,0.5,,,0.2372486247250936,1,PHASE 1: Early Dramatic Changes (20-40 years)
SEC23A,Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=1,Unknown,Unknown,2,4,0.75,UP,3,1,0.2229221492985336,0.2887623144462657,0.22073614836468,0.3198660287616714,1,0.25,1.39384698125996,0.2576677787552453,0.4376367933406363,0,CLUSTER 0: Gradual/Variable Changes
3,Uncharacterized protein OS=Homo sapiens PE=3 SV=1,Unknown,Unknown,2,4,1.0,DOWN,0,4,-0.2472382667489421,0.2472382667489421,-0.2483960536572368,0.20074154189299,0,0.0,-2.4632496534348456,0.0906055972179671,0.5418968248783596,2,PHASE 2: Consistent Shifters (40-60 years)
TUBA1C,Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1452233228822478,0.4798134282270839,0.1452233228822478,0.6785586576074717,1,0.5,,,0.2332754604697672,1,PHASE 1: Early Dramatic Changes (20-40 years)
CLTCL1,Clathrin heavy chain 2 (Fragment) OS=Homo sapiens GN=CLTCL1 PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,0.1264957971354653,0.182238345670566,0.0315067716345584,0.2748181844657598,1,0.25,0.9205780715084066,0.4251632262124942,0.3184853069716166,0,CLUSTER 0: Gradual/Variable Changes
IQGAP2,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens GN=IQGAP2 PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2562067931308499,0.2562067931308499,-0.2562067931308499,0.0586033918602193,0,0.0,,,0.3609147969601438,2,PHASE 2: Consistent Shifters (40-60 years)
DDX19A,ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2390628486103513,0.2390628486103513,-0.2390628486103513,0.2332100081423797,0,0.0,,,0.3592004025080939,2,PHASE 2: Consistent Shifters (40-60 years)
SLC25A10,Mitochondrial dicarboxylate carrier OS=Homo sapiens GN=SLC25A10 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2003587824163218,0.2003587824163218,-0.2003587824163218,0.1825829710416882,0,0.0,,,0.3553299958886909,2,PHASE 2: Consistent Shifters (40-60 years)
PDE12,"2',5'-phosphodiesterase 12 OS=Homo sapiens GN=PDE12 PE=1 SV=1",Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1136765191356509,0.1136765191356509,-0.1136765191356509,0.0273697201012666,0,0.0,,,0.3466617695606239,2,PHASE 2: Consistent Shifters (40-60 years)
DDX39B,Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens GN=DDX39B PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.148465024459697,0.148465024459697,-0.148465024459697,0.0862328442369878,0,0.0,,,0.3501406200930285,2,PHASE 2: Consistent Shifters (40-60 years)
C12orf10,"UPF0160 protein MYG1, mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=1",Unknown,Unknown,2,2,1.0,UP,2,0,0.1412950655365339,0.1412950655365339,0.1412950655365339,0.1122884295082267,0,0.0,,,0.3494236242007122,2,PHASE 2: Consistent Shifters (40-60 years)
WDR90,WD repeat-containing protein 90 OS=Homo sapiens GN=WDR90 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.3698464650772654,0.3698464650772654,0.3698464650772654,0.3460424394008449,1,0.5,,,0.3722787641547853,4,PHASE 1: Early Dramatic Changes (20-40 years)
CD63,CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.4094034715992117,0.4094034715992117,0.4094034715992117,0.2701589342100206,1,0.5,,,0.37623446480698,4,PHASE 1: Early Dramatic Changes (20-40 years)
TNS2,Tensin-2 OS=Homo sapiens GN=TNS2 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.4866021848496212,0.5989483203264596,0.4866021848496212,0.8470408377662642,1,0.5,,,0.2451889496797047,1,PHASE 1: Early Dramatic Changes (20-40 years)
SLC25A3,"Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0787897839533841,0.087910764904646,0.0787897839533841,0.124324596006743,0,0.0,,,0.1940851941375234,0,CLUSTER 0: Gradual/Variable Changes
RGPD1,RANBP2-like and GRIP domain-containing protein 1 OS=Homo sapiens GN=RGPD1 PE=4 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0626930946078587,0.0745751195877291,0.0626930946078587,0.1054651455365619,0,0.0,,,0.1927516296058317,0,CLUSTER 0: Gradual/Variable Changes
NAV3,Neuron navigator 3 (Fragment) OS=Homo sapiens GN=NAV3 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1595714765914463,0.1595714765914463,-0.1595714765914463,0.0123974466254326,0,0.0,,,0.3512512653062034,2,PHASE 2: Consistent Shifters (40-60 years)
KRT74,"Keratin, type II cytoskeletal 74 OS=Homo sapiens GN=KRT74 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0694298428852503,0.076327212563693,0.0694298428852503,0.1079429791857087,0,0.0,,,0.1929268389034281,0,CLUSTER 0: Gradual/Variable Changes
RGPD8,RANBP2-like and GRIP domain-containing protein 8 OS=Homo sapiens GN=RGPD8 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.1046987283162548,0.2073138909279575,0.1046987283162548,0.293186116218654,0,0.0,,,0.2060255067398546,0,CLUSTER 0: Gradual/Variable Changes
RPL10,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=2,Unknown,Unknown,2,2,1.0,UP,2,0,0.277446656273126,0.277446656273126,0.277446656273126,0.0762258859055702,0,0.0,,,0.3630387832743714,2,PHASE 2: Consistent Shifters (40-60 years)
PRPH,Peripherin (Fragment) OS=Homo sapiens GN=PRPH PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.468942998437776,0.4961194128225,0.468942998437776,0.701618802170156,1,0.5,,,0.2349060589293088,1,PHASE 1: Early Dramatic Changes (20-40 years)
MYO16,Unconventional myosin-XVI OS=Homo sapiens GN=MYO16 PE=1 SV=2,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1792132557007899,0.1792132557007899,-0.1792132557007899,0.0524469953951798,0,0.0,,,0.3532154432171377,2,PHASE 2: Consistent Shifters (40-60 years)
ABHD14B,Alpha/beta hydrolase domain-containing protein 14B OS=Homo sapiens GN=ABHD14B PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.3266633443480193,0.6925791365141871,0.3266633443480193,0.9794548078750106,1,0.5,,,0.2545520312984775,1,PHASE 1: Early Dramatic Changes (20-40 years)
ARPC4,Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 PE=4 SV=1,Unknown,Unknown,1,1,1.0,DOWN,0,1,-0.9045766095276538,0.9045766095276538,-0.9045766095276538,,1,1.0,,,0.4081047197762948,5,PHASE 1: Early Dramatic Changes (20-40 years)
ZNF567,Zinc finger protein 567 OS=Homo sapiens GN=ZNF567 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0327705511203751,0.3524705789309862,-0.0327705511203751,0.4984686730616972,0,0.0,,,0.2205411755401574,0,CLUSTER 0: Gradual/Variable Changes
KBTBD3,"Kelch repeat and BTB (POZ) domain containing 3, isoform CRA_a OS=Homo sapiens GN=KBTBD3 PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0066173758879932,0.1676261157458764,0.0066173758879932,0.2370591262957406,0,0.0,,,0.2020567292216464,0,CLUSTER 0: Gradual/Variable Changes
KRT40,"Keratin, type I cytoskeletal 40 OS=Homo sapiens GN=KRT40 PE=1 SV=1",Unknown,Unknown,2,2,1.0,UP,2,0,0.4081386907060726,0.4081386907060726,0.4081386907060726,0.2038775952237368,1,0.5,,,0.3761079867176661,4,PHASE 1: Early Dramatic Changes (20-40 years)
LIN7C,"Lin-7 homolog C (C. elegans), isoform CRA_b OS=Homo sapiens GN=LIN7C PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0313243921785554,0.1265641788930354,-0.0313243921785554,0.1789887783011452,0,0.0,,,0.1979505355363623,0,CLUSTER 0: Gradual/Variable Changes
39326,"Septin 7, isoform CRA_a OS=Homo sapiens GN=SEPT7 PE=1 SV=1",Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1542732113552447,0.1542732113552447,-0.1542732113552447,0.0835028160723936,0,0.0,,,0.3507214387825833,2,PHASE 2: Consistent Shifters (40-60 years)
CALM1,Calmodulin OS=Homo sapiens GN=CALM1 PE=1 SV=1,Unknown,Unknown,2,42,0.5238095238095238,DOWN,20,22,0.0277749295143506,0.2697019134597408,-0.0414851874697951,0.3491036061063015,6,0.1428571428571428,0.515612308067227,0.6088945525008023,0.2976282556357296,0,CLUSTER 0: Gradual/Variable Changes
PPP2R5C,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Homo sapiens GN=PPP2R5C PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.1772600105993895,0.1772600105993895,0.1772600105993895,0.1400652900012261,0,0.0,,,0.3530201187069977,2,PHASE 2: Consistent Shifters (40-60 years)
PSMA6,Proteasome subunit alpha type OS=Homo sapiens GN=PSMA6 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1260704512326522,0.1260704512326522,-0.1260704512326522,0.0678273838778597,0,0.0,,,0.347901162770324,2,PHASE 2: Consistent Shifters (40-60 years)
TTLL5,Tubulin polyglutamylase TTLL5 OS=Homo sapiens GN=TTLL5 PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.3503281902659015,0.3503281902659015,0.3503281902659015,0.3680346366077328,1,0.5,,,0.3703269366736489,4,PHASE 1: Early Dramatic Changes (20-40 years)
ALDH6A1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens GN=ALDH6A1 PE=1 SV=1",Unknown,Unknown,2,4,0.5,DOWN,2,2,-0.0088475104872595,0.2486227639914989,-0.0420255844503475,0.3073826916187026,0,0.0,-0.05756674483308,0.9577135198414364,0.2186136900779214,0,CLUSTER 0: Gradual/Variable Changes
GSTZ1,Maleylacetoacetate isomerase OS=Homo sapiens GN=GSTZ1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0997683093932849,0.2367522803723339,0.0997683093932849,0.3348182858253121,0,0.0,,,0.2089693456842922,0,CLUSTER 0: Gradual/Variable Changes
ZNF512,Zinc finger protein 512 OS=Homo sapiens GN=ZNF512 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.2392618883213784,0.2392618883213784,-0.2392618883213784,0.0839705528200312,0,0.0,,,0.3592203064791966,2,PHASE 2: Consistent Shifters (40-60 years)
SLC12A2,"Solute carrier family 12 (Sodium/potassium/chloride transporters), member 2, isoform CRA_a OS=Homo sapiens GN=SLC12A2 PE=1 SV=1",Unknown,Unknown,2,2,1.0,UP,2,0,0.229063479716727,0.229063479716727,0.229063479716727,0.0435588788271611,0,0.0,,,0.3582004656187315,2,PHASE 2: Consistent Shifters (40-60 years)
MMP13,Collagenase 3 OS=Homo sapiens GN=MMP13 PE=1 SV=1,ECM Regulators,Matrisome-associated,2,2,0.5,DOWN,1,1,-0.1363650596498015,0.3284716609619131,-0.1363650596498015,0.4645290777875547,0,0.0,,,0.2181412837432501,0,CLUSTER 0: Gradual/Variable Changes
SOS1,Son of sevenless homolog 1 OS=Homo sapiens GN=SOS1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,0.0680610886822511,0.3307679583159218,0.0680610886822511,0.4677765326488352,0,0.0,,,0.218370913478651,0,CLUSTER 0: Gradual/Variable Changes
PHYHD1,"Phytanoyl-CoA dioxygenase domain containing 1, isoform CRA_c OS=Homo sapiens GN=PHYHD1 PE=1 SV=1",Unknown,Unknown,2,4,0.5,DOWN,2,2,-0.1265411177658773,0.2974011043335048,0.0244565426791354,0.4391886170881915,1,0.25,-0.5762495330814422,0.6048369704740131,0.2940668339856067,0,CLUSTER 0: Gradual/Variable Changes
IDH3G,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Homo sapiens GN=IDH3G PE=1 SV=1",Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0409690840015921,0.2958002496105075,-0.0409690840015921,0.4183247247525265,0,0.0,,,0.2148741426081095,0,CLUSTER 0: Gradual/Variable Changes
MCCC1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=1",Unknown,Unknown,2,4,0.75,DOWN,1,3,0.0916811248284382,0.2980590696935962,-0.106231784307363,0.4637451489595097,1,0.25,0.3953944317655518,0.7189901157354683,0.3463020014693247,0,CLUSTER 0: Gradual/Variable Changes
SMC1A,Structural maintenance of chromosomes protein OS=Homo sapiens GN=SMC1A PE=1 SV=2,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.0190856383848937,0.1230166510599423,-0.0190856383848937,0.1739718163266891,0,0.0,,,0.197595782753053,0,CLUSTER 0: Gradual/Variable Changes
CD9,Tetraspanin (Fragment) OS=Homo sapiens GN=CD9 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.0889604247056752,0.0889604247056752,-0.0889604247056752,0.1236609423463522,0,0.0,,,0.3441901601176263,2,PHASE 2: Consistent Shifters (40-60 years)
MPRIP,Myosin phosphatase Rho-interacting protein (Fragment) OS=Homo sapiens GN=MPRIP PE=1 SV=3,Unknown,Unknown,2,4,0.5,DOWN,2,2,0.1431625582061873,0.2235423904382868,0.1470017730036606,0.2644296425171654,0,0.0,1.0828026452964248,0.3581604265028741,0.3360162713903127,0,CLUSTER 0: Gradual/Variable Changes
ATAD3A,ATPase family AAA domain-containing protein 3A (Fragment) OS=Homo sapiens GN=ATAD3A PE=1 SV=1,Unknown,Unknown,2,2,1.0,UP,2,0,0.1020519503632787,0.1020519503632787,0.1020519503632787,0.0595174080035713,0,0.0,,,0.3454993126833867,2,PHASE 2: Consistent Shifters (40-60 years)
DPM1,Dolichol-phosphate mannosyltransferase subunit 1 (Fragment) OS=Homo sapiens GN=DPM1 PE=1 SV=1,Unknown,Unknown,2,2,0.5,DOWN,1,1,-0.1490498260201114,0.392744231802053,-0.1490498260201114,0.555424219158266,1,0.5,,,0.2245685408272641,1,PHASE 1: Early Dramatic Changes (20-40 years)
RARS2,"Probable arginine--tRNA ligase, mitochondrial (Fragment) OS=Homo sapiens GN=RARS2 PE=1 SV=1",Unknown,Unknown,2,2,1.0,UP,2,0,0.1705674102851701,0.1705674102851701,0.1705674102851701,0.1596878724655179,0,0.0,,,0.3523508586755758,2,PHASE 2: Consistent Shifters (40-60 years)
CGN,Cingulin (Fragment) OS=Homo sapiens GN=CGN PE=1 SV=1,Unknown,Unknown,2,4,0.5,DOWN,2,2,-0.039130313520968,0.0932686489119679,0.0046210362931268,0.1335807941161956,0,0.0,-0.5858673588499624,0.5991249202354335,0.2747959984911689,0,CLUSTER 0: Gradual/Variable Changes
PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial (Fragment) OS=Homo sapiens GN=PCCA PE=1 SV=1",Unknown,Unknown,2,4,0.5,DOWN,2,2,0.0991447041200227,0.2881838128595551,0.0580718147972713,0.3859130382986256,1,0.25,0.513818888095214,0.6428293243285776,0.2855466340672988,0,CLUSTER 0: Gradual/Variable Changes
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal (Fragment) OS=Homo sapiens GN=ACAA1 PE=1 SV=1",Unknown,Unknown,2,4,0.75,DOWN,1,3,-0.1480399419316025,0.2996901397289561,-0.2826551119652766,0.3023117575002316,0,0.0,-0.979385936926314,0.3996142180779389,0.4103402880043666,0,CLUSTER 0: Gradual/Variable Changes
COMMD3,COMM domain-containing protein 3 (Fragment) OS=Homo sapiens GN=COMMD3 PE=1 SV=1,Unknown,Unknown,2,2,1.0,DOWN,0,2,-0.1894281496801949,0.1894281496801949,-0.1894281496801949,0.1328558537794412,0,0.0,,,0.3542369326150782,2,PHASE 2: Consistent Shifters (40-60 years)
SUGCT,Succinate--hydroxymethylglutarate CoA-transferase (Fragment) OS=Homo sapiens GN=SUGCT PE=1 SV=1,Unknown,Unknown,2,4,0.75,UP,3,1,0.0996307988972102,0.1170240193424114,0.1202851577815995,0.1119806421874734,0,0.0,1.7794289611308431,0.1732170026300303,0.4373531190552939,0,CLUSTER 0: Gradual/Variable Changes
RANGAP1,Ran GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=RANGAP1 PE=1 SV=1,Unknown,Unknown,1,1,1.0,UP,1,0,0.0668496226242891,0.0668496226242891,0.0668496226242891,,0,0.0,,,0.3243320210859583,2,PHASE 2: Consistent Shifters (40-60 years)
