Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,Abundance_Young,Abundance_Old,N_Profiles_Young,N_Profiles_Old
P23634,Plasma membrane calcium-transporting ATPase 4,ATP2B4,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP2B4,,,Level 4: Unmatched,0,24.7848,24.98297142857143,7.0,7.0
P23946,Chymase,CMA1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CMA1,,,Level 4: Unmatched,0,,27.842233333333336,0.0,3.0
P24043,Laminin subunit alpha-2,LAMA2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LAMA2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,24.9686,25.752466666666663,1.0,3.0
P24043,Laminin subunit alpha-2,LAMA2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LAMA2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,,24.134700000000002,0.0,2.0
P24043,Laminin subunit alpha-2,LAMA2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LAMA2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,24.40465,25.169514285714282,4.0,7.0
P24043,Laminin subunit alpha-2,LAMA2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LAMA2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,27.262818181818183,26.279963636363632,11.0,11.0
P24158,Myeloblastin,PRTN3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRTN3,,,Level 4: Unmatched,0,26.715600000000002,26.761790909090905,2.0,11.0
P24298,Alanine aminotransferase 1,GPT,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GPT,,,Level 4: Unmatched,0,,22.9987,0.0,2.0
P24310,"Cytochrome c oxidase subunit 7A1, mitochondrial",COX7A1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COX7A1,,,Level 4: Unmatched,0,22.6279,,1.0,0.0
P24534,Elongation factor 1-beta,EEF1B2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EEF1B2,,,Level 4: Unmatched,0,25.72535,25.7328,2.0,1.0
P24534,Elongation factor 1-beta,EEF1B2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EEF1B2,,,Level 4: Unmatched,0,,25.93888,0.0,5.0
P24534,Elongation factor 1-beta,EEF1B2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EEF1B2,,,Level 4: Unmatched,0,26.292299999999997,26.992520000000003,9.0,10.0
P24539,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP5F1,,,Level 4: Unmatched,0,,25.107,0.0,5.0
P24557,Thromboxane-A synthase,TBXAS1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TBXAS1,,,Level 4: Unmatched,0,,19.9379,0.0,1.0
P24592,Insulin-like growth factor-binding protein 6,IGFBP6,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP6,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,23.2088,23.874299999999998,1.0,2.0
P24592,Insulin-like growth factor-binding protein 6,IGFBP6,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP6,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,,25.424950000000003,0.0,2.0
P24592,Insulin-like growth factor-binding protein 6,IGFBP6,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP6,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,,25.910725000000003,0.0,4.0
P24592,Insulin-like growth factor-binding protein 6,IGFBP6,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP6,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,26.953875,25.493059999999996,8.0,10.0
P24593,Insulin-like growth factor-binding protein 5,IGFBP5,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP5,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,28.858433333333334,28.2541,6.0,5.0
P24593,Insulin-like growth factor-binding protein 5,IGFBP5,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP5,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,29.109933333333334,27.376849999999997,3.0,2.0
P24593,Insulin-like growth factor-binding protein 5,IGFBP5,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP5,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,29.664409999999997,28.18891818181818,10.0,11.0
P24593,Insulin-like growth factor-binding protein 5,IGFBP5,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP5,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,28.07955,27.164909090909088,10.0,11.0
P24666,Low molecular weight phosphotyrosine protein phosphatase,ACP1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACP1,,,Level 4: Unmatched,0,25.6249,,1.0,0.0
P24666,Low molecular weight phosphotyrosine protein phosphatase,ACP1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACP1,,,Level 4: Unmatched,0,26.41625,26.500033333333334,2.0,6.0
P24752,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACAT1,,,Level 4: Unmatched,0,30.3156,28.829166666666666,1.0,3.0
P24752,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACAT1,,,Level 4: Unmatched,0,29.6943,28.5141,1.0,3.0
P24752,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACAT1,,,Level 4: Unmatched,0,27.8987,28.8171,1.0,4.0
P24752,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACAT1,,,Level 4: Unmatched,0,29.7646,28.960654545454545,7.0,11.0
P24821,Tenascin,TNC,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNC,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,34.35781666666667,31.424633333333333,6.0,6.0
P24821,Tenascin,TNC,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNC,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,35.097,31.681033333333332,3.0,3.0
P24821,Tenascin,TNC,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNC,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,34.68094166666667,31.302733333333336,12.0,12.0
P24821,Tenascin,TNC,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNC,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,35.54550833333334,34.78004166666667,12.0,12.0
P24844,Myosin regulatory light polypeptide 9,MYL9,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MYL9,,,Level 4: Unmatched,0,27.118166666666667,27.476916666666668,3.0,6.0
P25067,Collagen alpha-2(VIII) chain,COL8A2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL8A2,Collagens,Core matrisome,Level 1: Gene Symbol,100,23.065,,1.0,0.0
P25189,Myelin protein P0,MPZ,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MPZ,,,Level 4: Unmatched,0,26.4775,,1.0,0.0
P25189,Myelin protein P0,MPZ,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MPZ,,,Level 4: Unmatched,0,29.7597,,1.0,0.0
P25189,Myelin protein P0,MPZ,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MPZ,,,Level 4: Unmatched,0,,26.496724999999998,0.0,4.0
P25311,Zinc-alpha-2-glycoprotein,AZGP1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AZGP1,,,Level 4: Unmatched,0,26.213275,30.498866666666668,4.0,6.0
P25311,Zinc-alpha-2-glycoprotein,AZGP1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AZGP1,,,Level 4: Unmatched,0,27.668750000000003,31.402666666666665,2.0,3.0
P25311,Zinc-alpha-2-glycoprotein,AZGP1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AZGP1,,,Level 4: Unmatched,0,26.51672727272727,31.001725000000004,11.0,12.0
P25311,Zinc-alpha-2-glycoprotein,AZGP1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AZGP1,,,Level 4: Unmatched,0,28.699472727272724,29.85133333333334,11.0,12.0
P25325,3-mercaptopyruvate sulfurtransferase,MPST,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MPST,,,Level 4: Unmatched,0,25.9326,,1.0,0.0
P25325,3-mercaptopyruvate sulfurtransferase,MPST,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MPST,,,Level 4: Unmatched,0,26.9865,,1.0,0.0
P25325,3-mercaptopyruvate sulfurtransferase,MPST,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MPST,,,Level 4: Unmatched,0,,26.442999999999998,0.0,2.0
P25325,3-mercaptopyruvate sulfurtransferase,MPST,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MPST,,,Level 4: Unmatched,0,26.852,25.7619,1.0,6.0
P25398,40S ribosomal protein S12,RPS12,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RPS12,,,Level 4: Unmatched,0,24.9304,25.245849999999997,1.0,2.0
P25398,40S ribosomal protein S12,RPS12,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RPS12,,,Level 4: Unmatched,0,24.7195,26.3272,1.0,1.0
P25398,40S ribosomal protein S12,RPS12,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RPS12,,,Level 4: Unmatched,0,,24.1677,0.0,3.0
P25398,40S ribosomal protein S12,RPS12,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RPS12,,,Level 4: Unmatched,0,24.980085714285714,26.124940000000002,7.0,10.0
P25445,Tumor necrosis factor receptor superfamily member 6,FAS,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FAS,,,Level 4: Unmatched,0,,21.9175,0.0,1.0
P25685,DnaJ homolog subfamily B member 1,DNAJB1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DNAJB1,,,Level 4: Unmatched,0,25.4867,,1.0,0.0
P25705,"ATP synthase subunit alpha, mitochondrial",ATP5A1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP5A1,,,Level 4: Unmatched,0,27.562025,26.873479999999994,4.0,5.0
P25705,"ATP synthase subunit alpha, mitochondrial",ATP5A1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP5A1,,,Level 4: Unmatched,0,26.548166666666663,23.627650000000003,3.0,2.0
P25705,"ATP synthase subunit alpha, mitochondrial",ATP5A1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP5A1,,,Level 4: Unmatched,0,27.19766666666667,24.858325000000004,9.0,12.0
P25705,"ATP synthase subunit alpha, mitochondrial",ATP5A1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP5A1,,,Level 4: Unmatched,0,29.05,29.25323333333333,12.0,12.0
P25774,Cathepsin S,CTSS,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CTSS,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,26.628999999999998,25.184180000000005,2.0,5.0
P25786,Proteasome subunit alpha type-1,PSMA1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA1,,,Level 4: Unmatched,0,26.1892,,1.0,0.0
P25786,Proteasome subunit alpha type-1,PSMA1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA1,,,Level 4: Unmatched,0,26.3331,26.46745,1.0,6.0
P25787,Proteasome subunit alpha type-2,PSMA2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA2,,,Level 4: Unmatched,0,26.6179,,1.0,0.0
P25787,Proteasome subunit alpha type-2,PSMA2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA2,,,Level 4: Unmatched,0,26.372349999999997,,2.0,0.0
P25787,Proteasome subunit alpha type-2,PSMA2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA2,,,Level 4: Unmatched,0,27.37238,26.527375000000003,5.0,4.0
P25788,Proteasome subunit alpha type-3,PSMA3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA3,,,Level 4: Unmatched,0,,24.611499999999996,0.0,3.0
P25789,Proteasome subunit alpha type-4,PSMA4,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA4,,,Level 4: Unmatched,0,25.0978,25.88295,1.0,4.0
P25940,Collagen alpha-3(V) chain,COL5A3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL5A3,Collagens,Core matrisome,Level 1: Gene Symbol,100,,25.451933333333333,0.0,3.0
P26022,Pentraxin-related protein PTX3,PTX3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PTX3,,,Level 4: Unmatched,0,,23.8155,0.0,3.0
P26038,Moesin,MSN,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MSN,,,Level 4: Unmatched,0,29.764733333333336,28.723600000000005,6.0,6.0
P26038,Moesin,MSN,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MSN,,,Level 4: Unmatched,0,28.853333333333335,28.383100000000002,3.0,3.0
P26038,Moesin,MSN,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MSN,,,Level 4: Unmatched,0,29.06583333333333,28.790091666666665,12.0,12.0
P26038,Moesin,MSN,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MSN,,,Level 4: Unmatched,0,30.269999999999996,30.259508333333333,12.0,12.0
P26196,Probable ATP-dependent RNA helicase DDX6,DDX6,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DDX6,,,Level 4: Unmatched,0,,22.9697,0.0,1.0
P26368,Splicing factor U2AF 65 kDa subunit,U2AF2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,U2AF2,,,Level 4: Unmatched,0,23.44536666666667,24.683383333333335,3.0,6.0
P26373,60S ribosomal protein L13,RPL13,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RPL13,,,Level 4: Unmatched,0,25.48252,26.013600000000004,5.0,5.0
P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IVD,,,Level 4: Unmatched,0,22.6848,,1.0,0.0
P26447,Protein S100-A4,S100A4,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100A4,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,29.728650000000002,28.437379999999997,6.0,5.0
P26447,Protein S100-A4,S100A4,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100A4,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,28.341700000000003,28.024549999999998,3.0,2.0
P26447,Protein S100-A4,S100A4,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100A4,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,28.150499999999997,27.515949999999993,12.0,12.0
P26447,Protein S100-A4,S100A4,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100A4,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,29.744425000000003,28.918666666666667,12.0,12.0
P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MGAT1,,,Level 4: Unmatched,0,26.6055,26.474375,1.0,4.0
P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MGAT1,,,Level 4: Unmatched,0,,25.2507,0.0,1.0
P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MGAT1,,,Level 4: Unmatched,0,27.2672,26.233871428571433,2.0,7.0
P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MGAT1,,,Level 4: Unmatched,0,25.881933333333333,26.542177777777777,3.0,9.0
P26583,High mobility group protein B2,HMGB2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HMGB2,,,Level 4: Unmatched,0,24.6664,24.9105,1.0,2.0
P26599,Polypyrimidine tract-binding protein 1,PTBP1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PTBP1,,,Level 4: Unmatched,0,26.037,26.01472,4.0,5.0
P26639,"Threonine--tRNA ligase, cytoplasmic",TARS,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TARS,,,Level 4: Unmatched,0,,24.74995,0.0,2.0
P26640,Valine--tRNA ligase,VARS,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VARS,,,Level 4: Unmatched,0,25.611099999999997,,3.0,0.0
P26640,Valine--tRNA ligase,VARS,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VARS,,,Level 4: Unmatched,0,25.653,,1.0,0.0
P26640,Valine--tRNA ligase,VARS,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VARS,,,Level 4: Unmatched,0,25.3291,25.690080000000002,3.0,5.0
P26641,Elongation factor 1-gamma,EEF1G,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EEF1G,,,Level 4: Unmatched,0,26.9556,25.86485,1.0,2.0
P26641,Elongation factor 1-gamma,EEF1G,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EEF1G,,,Level 4: Unmatched,0,26.1117,,1.0,0.0
P26641,Elongation factor 1-gamma,EEF1G,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EEF1G,,,Level 4: Unmatched,0,27.517200000000003,27.080866666666665,5.0,3.0
P26641,Elongation factor 1-gamma,EEF1G,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EEF1G,,,Level 4: Unmatched,0,27.529174999999995,27.154936363636363,12.0,11.0
P26885,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FKBP2,,,Level 4: Unmatched,0,25.3814,25.837399999999995,1.0,5.0
P26927;Q2TV78,Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain;Putative macrophage stimulating 1-like protein,MST1;MST1L,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MST1,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,,27.096233333333334,0.0,3.0
P26927;Q2TV78,Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain;Putative macrophage stimulating 1-like protein,MST1;MST1L,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MST1,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,,27.664900000000003,0.0,2.0
P26927;Q2TV78,Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain;Putative macrophage stimulating 1-like protein,MST1;MST1L,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MST1,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,24.9428,26.946625,2.0,8.0
P26927;Q2TV78,Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain;Putative macrophage stimulating 1-like protein,MST1;MST1L,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MST1,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,25.50845,26.3446125,2.0,8.0
P27105,Erythrocyte band 7 integral membrane protein,STOM,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,STOM,,,Level 4: Unmatched,0,25.9221,,1.0,0.0
P27105,Erythrocyte band 7 integral membrane protein,STOM,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,STOM,,,Level 4: Unmatched,0,25.5025,25.299633333333333,1.0,6.0
P27169,Serum paraoxonase/arylesterase 1,PON1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PON1,,,Level 4: Unmatched,0,19.0033,28.69212,1.0,5.0
P27169,Serum paraoxonase/arylesterase 1,PON1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PON1,,,Level 4: Unmatched,0,21.8682,32.432100000000005,1.0,2.0
P27169,Serum paraoxonase/arylesterase 1,PON1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PON1,,,Level 4: Unmatched,0,23.9103,30.410410000000002,4.0,10.0
P27169,Serum paraoxonase/arylesterase 1,PON1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PON1,,,Level 4: Unmatched,0,23.765414285714286,28.214141666666666,7.0,12.0
P27338,Amine oxidase [flavin-containing] B,MAOB,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MAOB,,,Level 4: Unmatched,0,,25.4307,0.0,1.0
P27348,14-3-3 protein theta,YWHAQ,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,YWHAQ,,,Level 4: Unmatched,0,26.82228333333333,26.46896,6.0,5.0
P27348,14-3-3 protein theta,YWHAQ,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,YWHAQ,,,Level 4: Unmatched,0,27.759866666666667,26.8141,3.0,3.0
P27348,14-3-3 protein theta,YWHAQ,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,YWHAQ,,,Level 4: Unmatched,0,26.195090909090904,26.3344,11.0,9.0
