Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence
P40616,ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1,ARL1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,5301.833910940663,2659.8074543402695,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P40925,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4",MDH1,Kidney_Glomerular,Glomerular,Homo sapiens,895.330588530499,670.3713037079909,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P40925,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4",MDH1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1336.9869328145232,1840.3960840894033,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",MDH2,Kidney_Glomerular,Glomerular,Homo sapiens,91289.61698648414,101111.13786039357,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",MDH2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,214197.44764214568,156656.77057357554,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P40937,Replication factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1,RFC5,Kidney_Glomerular,Glomerular,Homo sapiens,340.743017223422,466.02718331400337,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P40937,Replication factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1,RFC5,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1596.5605108235022,1247.0756679113408,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P40939,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2",HADHA,Kidney_Glomerular,Glomerular,Homo sapiens,151395.26292085066,214856.57690804766,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P40939,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2",HADHA,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,512181.0675201597,437761.3284541247,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3,EIF2S3,Kidney_Glomerular,Glomerular,Homo sapiens,27062.219917324703,21301.187441335733,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3,EIF2S3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,40088.67017710617,32194.279020718735,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41208,Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1,CETN2,Kidney_Glomerular,Glomerular,Homo sapiens,31514.158590583767,19715.019765649235,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41208,Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1,CETN2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,52534.4179990686,35935.308459208405,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41212,Transcription factor ETV6 OS=Homo sapiens GN=ETV6 PE=1 SV=1,ETV6,Kidney_Glomerular,Glomerular,Homo sapiens,1.7006680831664378,268.83331118122913,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41212,Transcription factor ETV6 OS=Homo sapiens GN=ETV6 PE=1 SV=1,ETV6,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,56.59255362750658,1235.7243066656943,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41218,Myeloid cell nuclear differentiation antigen OS=Homo sapiens GN=MNDA PE=1 SV=1,MNDA,Kidney_Glomerular,Glomerular,Homo sapiens,11562.392648968831,13688.569105555767,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41218,Myeloid cell nuclear differentiation antigen OS=Homo sapiens GN=MNDA PE=1 SV=1,MNDA,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,10954.988904419974,8611.452007925503,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41229,Lysine-specific demethylase 5C OS=Homo sapiens GN=KDM5C PE=1 SV=2,KDM5C,Kidney_Glomerular,Glomerular,Homo sapiens,15515.741775115699,42989.243445937434,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41229,Lysine-specific demethylase 5C OS=Homo sapiens GN=KDM5C PE=1 SV=2,KDM5C,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3662.7201538943477,5126.216398839154,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41247,Patatin-like phospholipase domain-containing protein 4 OS=Homo sapiens GN=PNPLA4 PE=2 SV=3,PNPLA4,Kidney_Glomerular,Glomerular,Homo sapiens,25.342692873659832,2258.718907788271,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41247,Patatin-like phospholipase domain-containing protein 4 OS=Homo sapiens GN=PNPLA4 PE=2 SV=3,PNPLA4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,246.70410603946073,6176.578853522881,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41250,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3,GARS,Kidney_Glomerular,Glomerular,Homo sapiens,11079.980414336615,16901.1785458665,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P41250,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3,GARS,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,11008.522744135453,7731.516168990113,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42126,"Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens GN=ECI1 PE=1 SV=1",ECI1,Kidney_Glomerular,Glomerular,Homo sapiens,4403.99260320282,7436.104766844393,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42126,"Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens GN=ECI1 PE=1 SV=1",ECI1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,12202.723474484694,11798.13790610364,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2",TMPO,Kidney_Glomerular,Glomerular,Homo sapiens,266.6714568338362,1178.888665282062,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2",TMPO,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1055.049694215659,3346.5457289119804,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42224,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2,STAT1,Kidney_Glomerular,Glomerular,Homo sapiens,4201.071171792867,13936.317034097243,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42224,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2,STAT1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9101.213177242005,37131.57255127516,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42226,Signal transducer and activator of transcription 6 OS=Homo sapiens GN=STAT6 PE=1 SV=1,STAT6,Kidney_Glomerular,Glomerular,Homo sapiens,1150.4652201104043,8347.430258763343,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42226,Signal transducer and activator of transcription 6 OS=Homo sapiens GN=STAT6 PE=1 SV=1,STAT6,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3455.8975838922865,11014.603425457239,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42330,Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4,AKR1C3,Kidney_Glomerular,Glomerular,Homo sapiens,74667.54104983086,49610.88191723698,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42330,Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4,AKR1C3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,53373.36820460163,29854.8540391281,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42331,Rho GTPase-activating protein 25 OS=Homo sapiens GN=ARHGAP25 PE=1 SV=2,ARHGAP25,Kidney_Glomerular,Glomerular,Homo sapiens,14318.433479985068,6674.586339236386,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42331,Rho GTPase-activating protein 25 OS=Homo sapiens GN=ARHGAP25 PE=1 SV=2,ARHGAP25,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1327.5797723222204,2460.1917968810926,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens GN=PIK3CB PE=1 SV=1",PIK3CB,Kidney_Glomerular,Glomerular,Homo sapiens,21823.912801079136,36513.81834027664,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens GN=PIK3CB PE=1 SV=1",PIK3CB,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,35407.978703493696,26299.36407026854,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3",LRPPRC,Kidney_Glomerular,Glomerular,Homo sapiens,155942.45453592492,177145.842511108,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3",LRPPRC,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,252111.83499987327,290877.72298706864,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42765,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2",ACAA2,Kidney_Glomerular,Glomerular,Homo sapiens,145767.34693237767,331588.3886940123,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P42765,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2",ACAA2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,337383.96861515596,972613.2078837588,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P43155,Carnitine O-acetyltransferase OS=Homo sapiens GN=CRAT PE=1 SV=5,CRAT,Kidney_Glomerular,Glomerular,Homo sapiens,16651.86223948847,44357.31003288991,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P43155,Carnitine O-acetyltransferase OS=Homo sapiens GN=CRAT PE=1 SV=5,CRAT,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,27781.0857267965,42779.52610195123,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P43243,Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2,MATR3,Kidney_Glomerular,Glomerular,Homo sapiens,33427.303695983974,52694.194307944934,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P43243,Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2,MATR3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,90619.2166630499,170166.74571492767,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P43307,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,SSR1,Kidney_Glomerular,Glomerular,Homo sapiens,1577.5758757914434,2388.7140076089668,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P43307,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,SSR1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2297.8434794253767,3946.8117243627335,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P43897,"Elongation factor Ts, mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2",TSFM,Kidney_Glomerular,Glomerular,Homo sapiens,18849.791504577875,30315.8257895685,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P43897,"Elongation factor Ts, mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2",TSFM,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,32480.523088169997,54551.305520786635,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P45880,Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 PE=1 SV=2,VDAC2,Kidney_Glomerular,Glomerular,Homo sapiens,139070.30140954698,140771.86522102068,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P45880,Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 PE=1 SV=2,VDAC2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,117947.60954665735,194958.2138139466,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P45954,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADSB PE=1 SV=1",ACADSB,Kidney_Glomerular,Glomerular,Homo sapiens,17622.643783017298,28356.443229329536,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P45954,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADSB PE=1 SV=1",ACADSB,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,42467.036916157565,63873.4118231065,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P45974,Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2,USP5,Kidney_Glomerular,Glomerular,Homo sapiens,936875.4247440625,710245.3520295764,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P45974,Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2,USP5,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1388543.2892742474,720299.4770903271,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46199,"Translation initiation factor IF-2, mitochondrial OS=Homo sapiens GN=MTIF2 PE=1 SV=2",MTIF2,Kidney_Glomerular,Glomerular,Homo sapiens,95946.79265576966,60832.08718945517,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46199,"Translation initiation factor IF-2, mitochondrial OS=Homo sapiens GN=MTIF2 PE=1 SV=2",MTIF2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,141969.75305703806,84170.83833784657,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46439,Glutathione S-transferase Mu 5 OS=Homo sapiens GN=GSTM5 PE=1 SV=3,GSTM5,Kidney_Glomerular,Glomerular,Homo sapiens,13581.989258666878,7351.42145545835,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46439,Glutathione S-transferase Mu 5 OS=Homo sapiens GN=GSTM5 PE=1 SV=3,GSTM5,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,59563.36528748323,51172.975418201626,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46459,Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3,NSF,Kidney_Glomerular,Glomerular,Homo sapiens,3447.555516971867,4563.52759199774,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46459,Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3,NSF,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,7378.5359550513995,9731.5401285232,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46734,Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens GN=MAP2K3 PE=1 SV=2,MAP2K3,Kidney_Glomerular,Glomerular,Homo sapiens,11409.471045588065,9991.001979348783,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46734,Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens GN=MAP2K3 PE=1 SV=2,MAP2K3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,20703.344184716167,21862.038601626966,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46776,60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2,RPL27A,Kidney_Glomerular,Glomerular,Homo sapiens,23878.3669021055,20239.764900234037,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46776,60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2,RPL27A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,11860.428943018298,30697.363800851366,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46777,60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3,RPL5,Kidney_Glomerular,Glomerular,Homo sapiens,11857.992663578994,20288.049471574097,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46777,60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3,RPL5,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,12756.159414170257,43241.41159031983,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46778,60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2,RPL21,Kidney_Glomerular,Glomerular,Homo sapiens,9126.289816355973,11127.2176091598,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46778,60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2,RPL21,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,7920.57327198019,33034.759714140055,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46934,E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens GN=NEDD4 PE=1 SV=4,NEDD4,Kidney_Glomerular,Glomerular,Homo sapiens,2288.1338774039823,5456.26964972296,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46934,E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens GN=NEDD4 PE=1 SV=4,NEDD4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1172.855640901967,3193.2490076096,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46939,Utrophin OS=Homo sapiens GN=UTRN PE=1 SV=2,UTRN,Kidney_Glomerular,Glomerular,Homo sapiens,94776.48380237997,147721.79126159698,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46939,Utrophin OS=Homo sapiens GN=UTRN PE=1 SV=2,UTRN,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,105670.02930088033,131570.77723016674,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,IQGAP1,Kidney_Glomerular,Glomerular,Homo sapiens,15379.341797356734,20795.940997163332,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,IQGAP1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,23448.588980983564,26896.539784908935,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47755,F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3,CAPZA2,Kidney_Glomerular,Glomerular,Homo sapiens,13439.796989032582,13206.045111145766,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47755,F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3,CAPZA2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,20659.077335516165,10253.868213357602,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47756,F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4,CAPZB,Kidney_Glomerular,Glomerular,Homo sapiens,3544.916633820143,3251.7307882588234,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47756,F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4,CAPZB,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2752.4615984297666,2326.42329859872,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47895,Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens GN=ALDH1A3 PE=1 SV=2,ALDH1A3,Kidney_Glomerular,Glomerular,Homo sapiens,3579.2222593006536,6071.147694851742,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47895,Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens GN=ALDH1A3 PE=1 SV=2,ALDH1A3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4975.805876658177,7471.897113249982,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47897,Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1,QARS,Kidney_Glomerular,Glomerular,Homo sapiens,6726.865639018174,7804.663544783667,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47897,Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1,QARS,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,15014.687217820368,15401.118759344301,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47914,60S ribosomal protein L29 OS=Homo sapiens GN=RPL29 PE=1 SV=2,RPL29,Kidney_Glomerular,Glomerular,Homo sapiens,11227.11727280706,13891.064959282767,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P47914,60S ribosomal protein L29 OS=Homo sapiens GN=RPL29 PE=1 SV=2,RPL29,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2862.597908451137,19332.03999601828,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48047,"ATP synthase subunit O, mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1",ATP5O,Kidney_Glomerular,Glomerular,Homo sapiens,38796.28078200766,57500.24140264472,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48047,"ATP synthase subunit O, mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1",ATP5O,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,99868.07512780481,117232.34573663275,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48061,Stromal cell-derived factor 1 OS=Homo sapiens GN=CXCL12 PE=1 SV=1,CXCL12,Kidney_Glomerular,Glomerular,Homo sapiens,1924.4576092882635,9238.62439081983,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,CXCL12,Secreted Factors,Matrisome-associated,exact_gene,100
P48061,Stromal cell-derived factor 1 OS=Homo sapiens GN=CXCL12 PE=1 SV=1,CXCL12,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,632.4997213459593,5283.454809276263,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,CXCL12,Secreted Factors,Matrisome-associated,exact_gene,100
P48507,Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens GN=GCLM PE=1 SV=1,GCLM,Kidney_Glomerular,Glomerular,Homo sapiens,147.02619813710433,141.06549640903933,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48507,Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens GN=GCLM PE=1 SV=1,GCLM,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3758.3201711190736,254.51777656573506,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48668,"Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3",KRT6C,Kidney_Glomerular,Glomerular,Homo sapiens,1489.5596054389798,945.301106827981,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48668,"Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3",KRT6C,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,310.7252703327403,720.0629104753716,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48681,Nestin OS=Homo sapiens GN=NES PE=1 SV=2,NES,Kidney_Glomerular,Glomerular,Homo sapiens,316008.063250291,361852.6710358951,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48681,Nestin OS=Homo sapiens GN=NES PE=1 SV=2,NES,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,324046.05247850635,213194.856184852,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48729,Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=2,CSNK1A1,Kidney_Glomerular,Glomerular,Homo sapiens,1516.3943365087264,1010.7431735312808,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
P48729,Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=2,CSNK1A1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3681.76428855723,2533.9649394634935,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
