Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Dataset_Name,Organ,Compartment,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence
D3YXG0,Hemicentin-1 (Fibulin-6) (FIBL-6),Hmcn1,Hmcn1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,14.88329295753964,14.70955172745216,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
O88947,Coagulation factor X (EC 3.4.21.6) (Stuart factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain],F10,F10,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.9043821967999,17.1856086467065,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q61191,Host cell factor 1 (HCF) (HCF-1) (C1 factor) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6],Hcfc1,Hcfc1,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.827969891757704,15.639464220864696,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P50543,Protein S100-A11 (Calgizzarin) (Endothelial monocyte-activating polypeptide) (EMAP) (Protein S100-C) (S100 calcium-binding protein A11),S100a11,S100a11,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.756681787500515,16.92398143297868,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q91YE3,Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20),Egln1,Egln1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.22191373731121,17.08958437127819,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
O09118,Netrin-1,Ntn1,Ntn1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.762077820437158,15.957363834034643,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P70663,SPARC-like protein 1 (Extracellular matrix protein 2) (Matrix glycoprotein Sc1),Sparcl1,Sparcl1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,14.670815176821097,14.502395987352301,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q8VCM7,Fibrinogen gamma chain,Fgg,Fgg,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.976877578244522,17.46369974337348,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
E9PV24,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain],Fga,Fga,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.68289880504727,18.12505903654733,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P39061,Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)],Col18a1,Col18a1,Collagens,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.343448579688225,16.609288838079774,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P97873,Lysyl oxidase homolog 1 (EC 1.4.3.-) (Lysyl oxidase 2) (Lysyl oxidase-like protein 1),Loxl1,Loxl1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.471800796952127,15.872105363787874,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P28654,Decorin (Bone proteoglycan II) (PG-S2) (PG40),Dcn,Dcn,Proteoglycans,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.486925231099576,16.663584897921822,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P11276,Fibronectin (FN) [Cleaved into: Anastellin],Fn1,Fn1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.13690581015868,17.342136639599318,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9EPX2,Papilin,Papln,Papln,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.409603233838272,16.50799585908153,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q3U492,Kielin/chordin-like protein (Cysteine-rich BMP regulator 2) (Cysteine-rich motor neuron 2 protein) (CRIM-2) (Kielin/chordin-like protein 1) (KCP-1),Kcp,Kcp,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.946437764706264,16.085260752868937,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9JL15,Galectin-8 (Gal-8) (LGALS-8),Lgals8,Lgals8,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.502973825389233,17.411692538667367,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q3SXB8,Collectin-11 (Collectin kidney protein 1) (CL-K1),Colec11,Colec11,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.621678691642405,16.543435534896194,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
O88322,Nidogen-2 (NID-2) (Entactin-2),Nid2,Nid2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.5594183309216,17.638949474172204,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q8BLI0,ADAMTS-like protein 1 (ADAMTSL-1) (Punctin-1),Adamtsl1,Adamtsl1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.093743116192268,15.220398924971533,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9Z1T2,Thrombospondin-4,Thbs4,Thbs4,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,14.063052683444084,14.382484990892117,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q61592,Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand),Gas6,Gas6,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.136048085619338,15.245636431252263,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q60847,Collagen alpha-1(XII) chain,Col12a1,Col12a1,Collagens,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.399227503374046,15.767018342971353,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
O35206,Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV)],Col15a1,Col15a1,Collagens,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.651829691879172,17.580598308796226,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9QZF2,Glypican-1 [Cleaved into: Secreted glypican-1],Gpc1,Gpc1,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.981321196985077,16.06540499651792,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q99K41,EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1),Emilin1,Emilin1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.416487742217956,17.313765625464644,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P20918,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]",Plg,Plg,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.388940619309572,17.583054585189828,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9D154,Leukocyte elastase inhibitor A (Serine protease inhibitor EIA) (Serpin B1a),Serpinb1a,Serpinb1a,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.375982341735034,15.462009061048365,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q61508,Extracellular matrix protein 1 (Secretory component p85),Ecm1,Ecm1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.12028309333533,15.870848767951665,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P28653,Biglycan (Bone/cartilage proteoglycan I) (PG-S1),Bgn,Bgn,Proteoglycans,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.548511418312977,17.76210411580702,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9QZZ6,Dermatopontin (Early quiescence protein 1) (EQ-1) (Tyrosine-rich acidic matrix protein) (TRAMP),Dpt,Dpt,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.377801795718096,17.2267178030397,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
B2RXS4,Plexin-B2,Plxnb2,Plxnb2,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.69456251413523,16.61136808806037,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P32261,Antithrombin-III (ATIII) (Serpin C1),Serpinc1,Serpinc1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.869738550527355,17.040765098254045,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q80V70,Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3),Megf6,Megf6,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.09072537836155,15.99845543446965,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
A6X935,"Inter alpha-trypsin inhibitor, heavy chain 4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)",Itih4,Itih4,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.818601131546533,16.98052505171567,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q91V88,Nephronectin (Preosteoblast EGF-like repeat protein with MAM domain),Npnt,Npnt,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.96114556975586,17.36195672207194,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q8BPB5,EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3) (FIBL-3),Efemp1,Efemp1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.888658804936343,15.806038031091658,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
D3Z7H8,Cartilage intermediate layer protein 2 [Cleaved into: Cartilage intermediate layer protein 2 C1; Cartilage intermediate layer protein 2 C2],Cilp2,Cilp2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.34120458231613,14.910313566979468,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
O08677,Kininogen-1 [Cleaved into: Kininogen-1 heavy chain; Bradykinin; Kininogen-1 light chain],Kng1,Kng1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.212229145997487,17.357017224787715,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P16045,Galectin-1 (Gal-1) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (S-Lac lectin 1),Lgals1,Lgals1,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.03839396764231,17.14525353671389,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q80T21,ADAMTS-like protein 4 (ADAMTSL-4) (Thrombospondin repeat-containing protein 1),Adamtsl4,Adamtsl4,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.100443943125633,15.006189640340565,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q61789,Laminin subunit alpha-3 (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha),Lama3,Lama3,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.937457800201827,16.87742690403057,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P82198,Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3),Tgfbi,Tgfbi,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.15768049336227,17.258028881874928,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q8BJD1,Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5),Itih5,Itih5,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.766896051736644,16.814231710047956,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9D1H9,Microfibril-associated glycoprotein 4,Mfap4,Mfap4,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,18.729671118216665,18.820123933032136,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9JLF6,Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1),Tgm1,Tgm1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.121055445271942,17.184492863538857,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q61554,Fibrillin-1 [Cleaved into: Asprosin],Fbn1,Fbn1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.624742187394638,16.581399078309765,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q61703,Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2),Itih2,Itih2,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,18.21178987766705,18.138243160212348,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q07968,Coagulation factor XIII B chain (Protein-glutamine gamma-glutamyltransferase B chain) (Transglutaminase B chain),F13b,F13b,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.912598289728148,16.972726846504653,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P07356,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),Anxa2,Anxa2,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,19.044690567298076,18.980070853245323,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q3UH93,Plexin-D1,Plxnd1,Plxnd1,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.948198694863777,15.992866446333824,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q62177,Semaphorin-3B (Semaphorin-A) (Sema A),Sema3b,Sema3b,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.769010415059483,16.729581942682316,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q99MQ4,Asporin (Periodontal ligament-associated protein 1) (PLAP-1),Aspn,Aspn,Proteoglycans,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.33397051146482,16.274258954186777,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q61247,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),Serpinf2,Serpinf2,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,18.020800331062865,18.088477482215332,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P97384,Annexin A11 (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50),Anxa11,Anxa11,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.695375930628064,17.665376279358338,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P41317,Mannose-binding protein C (MBP-C) (Mannan-binding protein) (RA-reactive factor P28A subunit) (RARF/P28A),Mbl2,Mbl2,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.67333219238705,17.64027599411275,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q08879,Fibulin-1 (FIBL-1) (Basement-membrane protein 90) (BM-90),Fbln1,Fbln1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,14.92727013783414,14.87552844879586,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9CYT6,Adenylyl cyclase-associated protein 2 (CAP 2),Cap2,Serpinb8,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.76712882486649,15.740003858439511,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,3.0,80.0
A6H6E2,Multimerin-2,Mmrn2,Mmrn2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.041226984527153,16.028791707773248,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q07076,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),Anxa7,Anxa7,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.364505636706625,17.351544913755376,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q62009,Periostin (PN) (Osteoblast-specific factor 2) (OSF-2),Postn,Postn,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,18.082457598010787,18.062862640077615,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9JI78,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (mPNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase),Ngly1,Ngly1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.334323646810873,16.329507099518125,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
O08999,Latent-transforming growth factor beta-binding protein 2 (LTBP-2),Ltbp2,Ltbp2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.731973851216708,15.743574574191094,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9Z0F8,Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b),Adam17,Adam17,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.208553392939352,15.212121315098246,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P70377,Fibroblast growth factor 13 (FGF-13) (Fibroblast growth factor homologous factor 2) (FHF-2),Fgf13,Fgf13,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.033099874759955,16.032814735900246,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q8CG19,Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1),Ltbp1,Ltbp1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.543608072014004,15.543978188658796,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P35625,Metalloproteinase inhibitor 3 (Protein MIG-5) (Tissue inhibitor of metalloproteinases 3) (TIMP-3),TIMP3,TIMP3,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.847347841407656,16.963464152959144,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P48061,Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)],CXCL12,CXCL12,Secreted Factors,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.881380914009595,16.046877802226604,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
P08185,Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin),SERPINA6,SERPINA6,ECM Regulators,Matrisome-associated,Santinha_2024_Human,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Homo sapiens,13.82100446918751,15.87191510028769,TMT-10plex LC-MS/MS,Santinha_2024_Human,1.0,100.0
